timestep,reward
156314,-1.306
156754,4.881
157175,1.074
157588,3.476
157990,2.212
158397,2.899
158846,4.269
159282,0.589
159712,3.979
160092,5.073
160501,8.76
160902,5.786
161365,4.261
161829,3.718
162235,4.687
162649,5.152
163138,5.853
163573,6.049
163967,2.814
164382,3.872
164852,7.815
165289,3.975
165726,3.845
166153,3.821
166649,6.279
167093,3.504
167533,0.298
168000,6.272
168392,2.202
168798,4.501
169208,2.196
169659,5.46
170137,5.467
170553,4.583
171022,3.617
171467,7.418
171867,1.691
172319,6.76
172737,8.803
173185,3.937
173615,7.497
174054,3.716
174526,6.542
174944,4.038
175359,6.483
175787,10.686
176229,3.799
176663,5.883
177105,3.166
177565,4.663
178030,-0.36
178522,3.515
178919,2.555
179351,2.807
179826,9.148
180265,5.091
180690,8.105
181135,6.742
181533,2.826
181933,1.598
182363,6.646
182820,1.725
183228,10.002
183705,2.828
184197,8.007
184658,-0.296
185151,4.78
185573,5.606
186027,3.652
186475,2.084
186890,5.032
187335,5.297
187793,4.918
188275,5.018
188722,2.872
189174,3.874
189585,3.448
190036,6.805
190490,5.799
190918,6.13
191376,2.76
191879,10.035
192323,2.108
192728,2.63
193150,3.823
193599,5.182
194090,6.404
194564,7.385
195037,4.887
195450,5.704
195912,1.41
196394,8.102
196821,4.985
197274,3.611
197748,4.467
198196,3.194
198634,0.423
199114,7.734
199555,6.08
200018,1.506
200513,3.414
200930,4.049
201374,3.014
201832,4.941
202309,3.924
202743,6.955
203178,3.863
203609,4.068
204065,7.545
204483,8.625
204934,3.524
205372,5.743
205820,7.535
206327,7.639
206807,6.629
207295,5.427
207765,3.974
208226,9.855
208666,5.287
209141,8.279
209635,4.642
210117,2.537
210541,4.848
210978,-1.002
211410,7.153
211890,7.902
212299,5.947
212702,6.466
213155,3.496
213591,0.751
214045,3.446
214482,8.061
214954,9.227
215422,5.355
215889,6.193
216373,7.004
216760,2.399
217212,5.096
217645,4.453
218045,5.677
218442,3.682
218876,4.615
219309,2.948
219788,6.234
220233,7.03
220643,5.56
221070,4.831
221486,2.662
221968,9.646
222449,0.402
222906,5.01
223312,6.384
223832,8.99
224284,2.284
224759,5.499
225202,2.431
225675,4.495
226110,5.123
226524,6.207
227005,6.815
227450,5.445
227914,5.669
228371,2.225
228842,3.148
229254,4.428
229695,8.965
230126,2.045
230570,3.757
231024,3.102
231487,7.346
231921,2.922
232388,6.79
232788,0.849
233259,6.875
233725,4.006
234097,3.209
234537,2.137
234969,5.446
235427,0.824
235844,4.043
236312,5.706
236745,3.435
237234,5.314
237710,7.018
238153,6.435
238550,8.172
239061,6.893
239512,7.413
240017,4.833
240507,8.242
240975,1.267
241430,5.629
241905,4.677
242358,4.087
242825,6.96
243277,5.897
243738,4.427
244216,5.543
244672,4.293
245098,3.672
245577,3.546
246026,10.59
246531,3.682
247041,6.083
247491,6.2
247973,8.481
248436,6.462
248906,5.342
249366,4.423
249874,6.659
250347,-0.736
250761,8.733
251200,4.723
251679,5.834
252168,5.981
252614,5.952
253055,5.304
253521,3.509
253978,2.751
254424,3.041
254889,5.511
255306,5.381
255754,4.13
256194,7.629
256647,4.121
257105,7.855
257552,7.22
258003,2.698
258390,6.517
258911,4.578
259354,6.765
259852,3.81
260304,3.326
260749,1.157
261163,7.161
261653,7.246
262094,5.398
262536,1.544
262961,5.887
263458,5.816
263881,5.237
264374,3.899
264800,9.066
265272,1.824
265777,8.063
266239,5.44
266756,6.295
267222,3.956
267690,7.613
268151,3.702
268590,7.892
269077,3.418
269561,5.376
270079,4.914
270538,2.873
270949,6.093
271378,3.71
271808,7.434
272292,3.821
272819,4.333
273319,7.933
273755,5.907
274208,4.741
274693,8.146
275140,8.875
275602,7.853
275996,0.382
276455,4.303
276904,9.092
277369,1.929
277852,7.542
278333,2.55
278776,4.764
279204,8.278
279624,5.587
280047,6.712
280486,7.366
281000,5.064
281499,1.715
281907,8.139
282386,5.244
282873,6.411
283346,5.697
283760,4.827
284220,5.5
284657,0.824
285092,2.747
285546,2.365
285974,3.921
286422,5.202
286872,7.743
287356,7.795
287818,5.886
288248,5.084
288674,4.001
289125,5.367
289563,5.432
290037,5.385
290502,5.415
290882,4.879
291319,3.923
291793,7.546
292257,5.27
292660,5.295
293075,4.387
293505,1.992
293972,4.976
294389,7.855
294873,4.462
295323,8.322
295734,7.541
296205,7.407
296694,6.405
297176,7.799
297652,6.487
298140,6.008
298565,6.026
299012,3.984
299473,3.231
299880,2.41
300321,1.099
300802,5.485
301259,1.487
301685,5.953
302137,2.142
302608,6.618
303046,4.813
303475,1.619
303982,6.075
304408,4.741
304865,3.73
305305,4.191
305749,7.179
306197,5.256
306648,3.486
307034,2.376
307509,5.31
307933,4.325
308372,4.71
308823,4.067
309297,4.107
309717,7.362
310147,2.137
310582,5.151
311048,9.271
311461,4.464
311912,5.252
312314,5.261
312719,6.01
313133,5.339
313601,5.206
314082,5.202
314523,2.323
315056,4.272
315542,8.206
315963,3.77
316427,4.787
316873,7.757
317342,6.346
317815,6.858
318217,10.382
318620,2.068
319088,3.11
319509,5.69
319948,4.653
320439,4.689
320856,3.561
321310,0.322
321762,6.118
322215,2.46
322678,6.82
323154,1.393
323571,3.905
324018,3.821
324486,7.242
324966,6.338
325388,3.17
325872,6.567
326327,8.615
326725,7.426
327176,3.886
327588,3.81
328051,5.998
328488,6.046
328901,3.621
329349,6.12
329749,0.563
330182,6.58
330628,6.428
331074,4.855
331544,6.05
332033,7.167
332501,5.713
332991,7.951
333481,6.79
333959,2.17
334429,6.882
334887,5.57
335338,7.2
335786,4.751
336193,7.565
336613,4.208
337067,2.009
337528,0.607
337957,6.851
338448,6.148
338879,3.117
339297,4.654
339724,5.733
340175,2.937
340602,5.449
341064,3.387
341467,8.697
341956,4.251
342456,-0.77
342869,3.833
343338,5.356
343778,4.998
344230,0.784
344661,0.327
345059,1.144
345509,6.362
345916,5.691
346342,7.023
346767,6.937
347248,6.629
347749,6.249
348171,6.795
348605,6.421
349051,3.623
349467,5.507
349905,4.701
350357,4.648
350813,6.501
351226,5.428
351634,6.859
352056,4.944
352472,3.647
352898,4.612
353286,8.828
353720,2.488
354128,4.967
354527,4.597
354982,3.958
355429,6.988
355841,7.227
356256,6.058
356692,7.045
357125,5.807
357513,7.705
357952,9.279
358365,6.478
358825,5.176
359254,2.03
359663,7.836
360144,4.635
360560,1.92
360959,4.341
361356,7.363
361785,0.512
362193,7.304
362625,3.486
363068,8.021
363475,3.613
363879,7.08
364279,1.008
364735,9.054
365175,3.996
365626,5.299
366026,5.293
366492,3.458
366908,8.205
367288,5.991
367721,6.959
368100,6.508
368566,5.883
369016,8.888
369453,6.616
369895,3.332
370357,4.595
370786,4.843
371212,7.815
371665,3.307
372142,7.108
372605,6.473
373077,7.235
373506,4.081
373921,6.662
374332,6.29
374769,5.514
375213,6.785
375669,1.447
376050,4.045
376443,7.057
376863,2.071
377299,1.2
377665,4.579
378061,5.112
378469,5.436
378926,7.878
379345,2.351
379723,3.854
380142,2.793
380558,8.351
381016,8.289
381404,8.386
381885,4.063
382285,4.107
382727,6.406
383117,-0.594
383574,7.877
383995,3.267
384401,6.957
384866,4.134
385273,5.917
385693,7.302
386158,7.426
386579,7.711
386965,3.507
387389,5.345
387792,6.496
388215,2.812
388603,6.851
389050,7.183
389486,7.161
389902,6.48
390304,3.018
390725,7.57
391140,4.431
391516,1.764
391934,4.14
392353,3.792
392761,2.129
393174,8.253
393578,7.242
394021,3.003
394428,5.376
394818,8.664
395219,9.976
395593,6.57
396015,4.789
396437,3.459
396854,2.96
397255,5.033
397650,6.029
398077,4.031
398499,3.808
398910,5.197
399295,1.137
399686,3.596
400131,6.537
400557,5.773
400950,2.142
401330,1.82
401765,4.854
402201,3.92
402613,2.628
403026,4.779
403434,2.188
403813,4.05
404186,4.078
404605,5.637
405036,4.275
405439,3.963
405822,3.94
406238,4.788
406699,4.654
407125,4.893
407530,2.61
407972,8.312
408422,3.497
408879,5.391
409316,1.528
409695,2.323
410100,4.604
410501,3.733
410940,5.269
411350,2.888
411704,2.77
412109,5.091
412504,4.314
412929,-2.881
413348,2.997
413735,4.431
414157,0.522
414608,7.361
415003,4.304
415387,2.726
415793,6.461
416208,2.708
416588,1.145
417013,1.687
417434,5.856
417807,3.438
418188,3.007
418595,0.254
418993,3.032
419384,2.325
419807,3.944
420244,0.461
420649,5.803
421041,10.878
